REQUEST,Goods,oracle code,,ITEM DESCRIPTION,ITEM CATEGORY,QTY,price,JOB NO,total-amount,STATUE,ORDER,,
REQ2500008849,Goods, 10002770,,"CAPACITOR 4 MFD, ROUND METAL, ORIGIN: INDIA",ELECTRICAL MATERIAL,30,4.032142857,4378M,120.9642857,Approved,PO2500004916,,
REQ2500009179,Goods, 10045639,,"GAS R32, CAPACITY: 10KG, MAKE: FLORON, ORIGIN: INDIA",GAS,10,285,4378M,2850,Approved,PO2500004937,,
REQ2500009191,Goods, 10045639,,"GAS R32, CAPACITY: 10KG, MAKE: FLORON, ORIGIN: INDIA",GAS,10,285,4378M,2850,Approved,PO2500004937,,
REQ2500009098,Goods, 10002752,,"PIPE WRENCH 18"" STRAIGHT H/D, PART NO. 31025-18, MAKE: RIDGID, ORIGIN: USA",MECHANICAL MATERIAL,2,225,4378M,450,Approved,PO2500005003,,
REQ2500008861,Goods, 10009635,,"V BELT SPA-1632, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,24,4378M,240,Approved,PO2500005199,,
REQ2500008861,Goods, 10013545,,"V BELT SPA-1850, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,28,4378M,280,Approved,PO2500005199,,
REQ2500008861,Goods, 10023674,,"V-BELT SPZ-1180, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,12,4378M,120,Approved,PO2500005199,,
REQ2500008861,Goods, 10021198,,"V-BELT B-29, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,12,4378M,120,Approved,PO2500005199,,
REQ2500008861,Goods, 10026404,,"V BELT B-32, MAKE: DUNLOP, ORIGIN: KOREA ",MECHANICAL MATERIAL,10,12,4378M,120,Approved,PO2500005199,,
REQ2500008861,Goods, 10021523,,"V BELT B-34, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,11,4378M,110,Approved,PO2500005199,,
REQ2500008861,Goods, 10019496,,"V BELT B-39, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,15,4378M,150,Approved,PO2500005199,,
REQ2500008861,Goods, 10009420,,"V BELT B-40, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,15,4378M,150,Approved,PO2500005199,,
REQ2500008861,Goods, 10009427,,"V BELT B-41, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,15,4378M,150,Approved,PO2500005199,,
REQ2500008861,Goods, 10015960,,"V BELT B-43, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,16,4378M,160,Approved,PO2500005199,,
REQ2500008861,Goods, 10009421,,"V BELT B-44, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,16,4378M,160,Approved,PO2500005199,,
REQ2500008861,Goods, 10043741,,"V BELT B-47, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,17,4378M,170,Approved,PO2500005199,,
REQ2500008861,Goods, 10043743,,"V-BELT B-50, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,19,4378M,190,Approved,PO2500005199,,
REQ2500008861,Goods, 10046386,,"V BELT B-54, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,19,4378M,190,Approved,PO2500005199,,
REQ2500008925,Goods, 10001651,,"RIVET 3.2MM X 8MM, ALUMINIUM, PACKING: 1000PCS / PKT, MAKE: PATTA, ORIGIN: TAIWAN",MATERIALS LOCAL,2,18.5,4378M,37,Approved,773281,,
REQ2500008925,Goods, 10001939,,"RIVET GUN (HAND RIVITING PLIER), RPC, MAKE: CLARKE",MATERIALS LOCAL,3,21.5,4378M,64.5,Approved,773281,,
REQ2500008861,Goods, 10010415,,"V BELT B-55, BRAND: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,20,4378M,200,Approved,PO2500005199,,
REQ2500008861,Goods, 10009418,,"V BELT B-56, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,20,4378M,200,Approved,PO2500005199,,
REQ2500009017,Goods, 10002325,,"MATRESS FULLY MEDICATED, THICKNESS: 8CM, WITH 5 YEAR WARRANTY, BRAND: SUPER, ORIGIN: UAE",LABOUR ACCOMMODATION EXPS,44,75,4378M,3300,Approved,772323,,
REQ2500009017,Goods, 10002322,,"BLANKET SINGLE 2PLY 170 X 230CM, WEIGHT: 10.2LBS, BRAND: FLORA GOLD, ORIGIN: KOREA",LABOUR ACCOMMODATION EXPS,48,64.99981638,4378M,3119.991186,Approved,772323,,
REQ2500009017,Goods, 10002323,,"PILLOW VACCUM PACK 700GRAM, STD, COLOUR: WHITE, ORIGIN: UAE",LABOUR ACCOMMODATION EXPS,48,8.000002506,4378M,384.0001203,Approved,772323,,
REQ2500009093,Goods, 10002738,,"FREON GAS R410A X 25LBS / 11.3KG DISPOSIBLE CYLINDER, MAKE: FLORON",GAS,10,230,4378M,2300,Approved,773315,,
REQ2500008861,Goods, 10026220,,"V-BELT B-58, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,20,4378M,200,Approved,PO2500005199,,
REQ2500008861,Goods, 10009423,,"V BELT B-72, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,26,4378M,260,Approved,PO2500005199,,
REQ2500008861,Goods, 10039607,,"V-BELT B-79, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,28,4378M,280,Approved,PO2500005199,,
REQ2500009476,Goods, 10002271,,"GAS R22, PACKING: 13.6KGS (30LBS), DISPOSABLE CYLINDER, BRAND: FLORON, ORIGIN: INDIA",GAS,15,254,4378M,3810,Approved,778267,,
REQ2500009531,Goods, 10002337,,"FREON GAS R141B X 30LBS (R-11), DISPOSABLE PRESSURISED, ORIGIN: CHINA",GAS,10,84,4378M,840,Approved,777297,,
REQ2500009531,Goods, 10001363,,"FIRE RESISTANT CABLE 4C X 2.5SQMM+E, FP200, TYPE: SOLID GOLD, COLOUR: RED, MAKE: PRYSMIAN, ORIGIN: UK",CABLES,60,14.25,4378M,855,Approved,777297,,
REQ2500009531,Goods, 10000100,,"SWITCH SOCKET BOX 6"" X 3"" WITH CONDUIT KNOCK OUT, PVC, MAKE: PRECISION, ORIGIN: INDIA",ELECTRICAL MATERIAL,10,1.393493761,4378M,13.93493761,Approved,777297,,
REQ2500009531,Goods, 10000058,,"SWITCHED SOCKET DOUBLE 13A, VX1500, MAKE: VOLEX, ORIGIN: UK",ELECTRICAL MATERIAL,10,9.547045601,4378M,95.47045601,Approved,777297,,
REQ2500009531,Goods, 10001989,,"CLEANING MOPE COTTON, PLASTIC CLIP 350G WITH WOODEN HANDLE 120CM, CM08-BH01, ORIGIN: PAKISTAN",MATERIALS LOCAL,8,4.5,4378M,36,Approved,777297,,
REQ2500009531,Goods, 10001977,,"JUBILEE CLIP (BS120) 90-120MM (3-3/4""- 4-1/2"")5, MAKE: JUBILEE, ORIGIN: UK",MATERIALS LOCAL,6,2.7,4378M,16.2,Approved,777297,,
REQ2500009531,Goods, 10002060,,"JUBILEE (BS70) 55-70MM (2""- 2-3/4"")3, MAKE: JUBILEE, ORIGIN: UK",MATERIALS LOCAL,10,2.1,4378M,21,Approved,777297,,
REQ2500009722,Goods, 10045986,,"EXPANSION VALVE, TGEL 4.5 TR, R410A, PART NO. 067N3002, MAKE: DANFOSS ",MECHANICAL MATERIAL,1,270,4378M,270,Approved,PO2500005284,,
REQ2500009635,Goods, 10002288,,"FREON GAS R134A, PACKING: 13.6 KGS (30LBS) / CYL., MAKE: FLORON",GAS,10,340,4378M,3400,Approved,777313,,
REQ2500009701,Goods, 10050062,,"V-BELT SPA-1082, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,18,4378M,180,Approved,PO2500005317,,
REQ2500009701,Goods, 10043745,,"V-BELT A-64, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,15,4378M,150,Approved,PO2500005317,,
REQ2500009701,Goods, 10050063,,"V-BELT SPZ-1047, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,11,4378M,110,Approved,PO2500005317,,
REQ2500009701,Goods, 10050065,,"V-BELT SPZ-1137, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,12,4378M,120,Approved,PO2500005317,,
REQ2500009701,Goods, 10050066,,"V-BELT B-27, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,12,4378M,120,Approved,PO2500005317,,
REQ2500009701,Goods, 10050068,,"V-BELT B-30, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,12,4378M,120,Approved,PO2500005317,,
REQ2500009701,Goods, 10023534,,"V-BELT B-35, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,13,4378M,130,Approved,PO2500005317,,
REQ2500009701,Goods, 10009432,,"V BELT B-36, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,14,4378M,140,Approved,PO2500005317,,
REQ2500009701,Goods, 10035207,,"V-BELT B-37, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,14,4378M,140,Approved,PO2500005317,,
REQ2500009701,Goods, 10009435,,"V BELT B-42, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,15,4378M,150,Approved,PO2500005317,,
REQ2500009701,Goods, 10010413,,"V BELT B-45, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,17,4378M,170,Approved,PO2500005317,,
REQ2500009701,Goods, 10039605,,"V-BELT B-46, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,17,4378M,170,Approved,PO2500005317,,
REQ2500009701,Goods, 10009434,,"V BELT B-48, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,18,4378M,180,Approved,PO2500005317,,
REQ2500009701,Goods, 10022417,,"V-BELT B-49, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,18,4378M,180,Approved,PO2500005317,,
REQ2500009701,Goods, 10009433,,"V BELT B-52, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,19,4378M,190,Approved,PO2500005317,,
REQ2500009701,Goods, 10009443,,"V BELT B-53, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,19,4378M,190,Approved,PO2500005317,,
REQ2500009701,Goods, 10050069,,"V BELT B-57, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,20,4378M,200,Approved,PO2500005317,,
REQ2500009701,Goods, 10050070,,"V BELT B-59, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,21,4378M,210,Approved,PO2500005317,,
REQ2500009701,Goods, 10002732,,"V-BELT B-62, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,23,4378M,230,Approved,PO2500005317,,
REQ2500009701,Goods, 10050071,,"V-BELT B-63, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,23,4378M,230,Approved,PO2500005317,,
REQ2500009701,Goods, 10009422,,"V BELT B-64, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,23,4378M,230,Approved,PO2500005317,,
REQ2500009701,Goods, 10044196,,"V BELT B-67, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,24,4378M,240,Approved,PO2500005317,,
REQ2500009701,Goods, 10009419,,"V BELT B-70, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,26,4378M,260,Approved,PO2500005317,,
REQ2500009701,Goods, 10050072,,"V BELT B-78, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,27,4378M,270,Approved,PO2500005317,,
REQ2500009701,Goods, 10050073,,"V BELT A-33, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,8,4378M,80,Approved,PO2500005317,,
REQ2500009834,Goods, 10010707,,"LADDER 6 STEPS ALUMINIUM, A TYPE HEAVY DUTY, 150KG CAPACITY, MAKE: TOPMAN, ORIGIN: UAE",CIVIL MATERIAL,5,145,4378M,725,Approved,PO2500005422,,
REQ2500009831,Goods, 10000254,,"DIGITAL CLAMP METER 1000A WITH TEST CERTIFICATE, MODEL NO. 3280-10, MAKE: HIOKI, ORIGIN: JAPAN",ELECTRICAL MATERIAL,10,173.1153846,4378M,1731.153846,Approved,779260,,
REQ2500009831,Goods, 10002874,,"MANIFOLD GAUGE SET BRASS 2-VALVE 3SOFT HOSES R-12 / R22/ R134 / R404, MODEL NO. QAL3SM-5, BRAND: UNIWELD, ORIGIN: USA",MECHANICAL MATERIAL,10,135,4378M,1350,Approved,779260,,
REQ2500009831,Goods, 10001756,,"GRINDING DISC 115 X 6 X 22.23MM (4 1/2""), CS, MAKE: MAKITA",MATERIALS LOCAL,50,2.726090917,4378M,136.3045459,Approved,779260,,
REQ2500009831,Goods, 10001889,,"PIPE WRENCH 12"", PW12C, MAKE: CLARKE",MATERIALS LOCAL,9,17.95454545,4378M,161.5909091,Approved,779260,,
REQ2500009831,Goods, 10000007,,"LINE TESTER, YELLOW, MAKE: TAPARIA, ORIGIN: INDIA",ELECTRICAL MATERIAL,20,3.75,4378M,75,Approved,779260,,
REQ2500009834,Goods, 10002126,,"LADDER 8 STEPS ALUMINIUM, A TYPE HEAVY DUTY, DOUBLE SIDED, CAPACITY: 150KG, WITH 3 YEARS WARRANTY IN WELDING & MANUFACTURING, MAKE: TOPMAN",CIVIL MATERIAL,5,185,4378M,925,Approved,PO2500005422,,
REQ2500009834,Goods, 10002068,,"LADDER 10 STEPS ALUMINIUM, A TYPE, HEAVY DUTY DUAL PURPOSE, CAPACITY: 150 KG, WITH 3 YEARS WARRANTY IN WELDING & MANUFACTURING, MAKE: TOPMAN, ORIGIN: UAE",CIVIL MATERIAL,5,255,4378M,1275,Approved,PO2500005422,,
REQ2500009834,Goods, 10002830,,"GAS ADAPTOR R410A, ORIGIN: THAILAND",MECHANICAL MATERIAL,20,5.890243902,4378M,117.804878,Approved,PO2500005466,,
REQ2500009834,Goods, 10002763,,"TUBE BENDER 1/2"" SPRING TYPE, MAKE: P&M, ORIGIN: TAIWAN",MECHANICAL MATERIAL,5,4.5,4378M,22.5,Approved,PO2500005466,,
REQ2500009834,Goods, 10002922,,"TUBE BENDER 5/8"" SPRING TYPE, MAKE: P&M, ORIGIN: TAIWAN",MECHANICAL MATERIAL,5,6.5,4378M,32.5,Approved,PO2500005466,,
REQ2500009834,Goods, 10041181,,"SPRING TUBE BENDER 3/8, ORIGIN: CHINA",MECHANICAL MATERIAL,5,3.5,4378M,17.5,Approved,PO2500005466,,
REQ2500009834,Goods, 10049946,,"TIGHTER MACHINE, CORDLESS 18V, WITH 1.5Ah Li-Ion 2 BATTERY, CHARGER AND DRILL DRIVER KIT BOX, MODEL: SCD20S2K-B5, MAKE: STANLEY",ELECTRICAL MATERIAL,5,388,4378M,1940,Approved,PO2500005467,,
REQ2500009834,Goods, 10040860,,"ELECTRIC DRILL MACHINE 16MM, MODEL NO. HP1640K, MAKE: MAKITA",ELECTRICAL MATERIAL,4,300,4378M,1200,Approved,PO2500005483,,
REQ2500009834,Goods, 10021501,,"ELECTRIC ANGLE GRINDER 9', 2600W, 220V, MODEL: GA9040S, MAKE: MAKITA, ORIGIN: JAPAN",ELECTRICAL MATERIAL,4,398,4378M,1592,Approved,PO2500005483,,
REQ2500009834,Goods, 10001938,,"SILICON GUN (MASTIC GUN), MGLC, MAKE: CLARKE",MATERIALS LOCAL,5,5,4378M,25,Approved,PO2500005483,,
REQ2500009834,Goods, 10010585,,"BLOWER, 220V 800W 16000RPM, HEAVY DUTY, MODEL NO. DWB800-B5, MAKE: DEWALT",ELECTRICAL MATERIAL,10,225,4378M,2250,Approved,PO2500005483,,
REQ2500009834,Goods, 10000271,,"CABLE PULLING SPRING 30 MTR, (METAL), MAKE:HEIDELBERG",ELECTRICAL MATERIAL,4,7,4378M,28,Approved,PO2500005483,,
REQ2500009834,Goods, 10012663,,"LASER TACHOMETER, 99999RPM, PART NO. G9409, MAKE: GAZELLE, WITH 3RD PARTY CALIBRATION CERTIFICATE",ELECTRICAL MATERIAL,6,184,4378M,1104,Approved,PO2500005483,,
REQ2500010086,Goods, 10002386,,"COPPER PIPE 5/8"" X 50' X 0.028"" THICK, MAKE: MAKSAL, ORIGIN: SA",MECHANICAL MATERIAL,2,227,4378M,454,Approved,PO2500005501,,
REQ2500010086,Goods, 10008887,,"COPPER PIPE 3/8"" X 50' X 0.061MM THK, MAKE: MAKSAL, ORIGIN: SOUTH AFRICA",MECHANICAL MATERIAL,2,130,4378M,260,Approved,PO2500005501,,
REQ2500010086,Goods, 10002444,,"RUBBER PIPE INSULATION 3/8"" DIA X 3/8"" THICK X1.8MTR / LTH, PACKING: 130TUBES / BOX, MAKE: WORLDFLEX BY GULFOFLEX, ORIGIN: UAE",MECHANICAL MATERIAL,15,1,4378M,15,Approved,PO2500005501,,
REQ2500009956,Goods, 10002543,,"V-BELT A-72, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,8,9,4378M,72,Approved,779271,,
REQ2500009956,Goods, 10002549,,"V-BELT SPZ-1657, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,3,14,4378M,42,Approved,779271,,
REQ2500009956,Goods, 10004446,,"V-BELT ,SPA-1407 ,MAKE: DUNLOP",MECHANICAL MATERIAL,8,72,4378M,576,Approved,779271,,
REQ2500009956,Goods, 10004496,,"V-BELT(XPA-1060LP), MAKE-OBTI",MECHANICAL MATERIAL,2,42,4378M,84,Approved,779271,,
REQ2500009956,Goods, 10004498,,"V-BELT (SPZ1250), MAKE-BLACK BELT",MECHANICAL MATERIAL,7,8,4378M,56,Approved,779271,,
REQ2500009956,Goods, 10004588,,"V-BELT SPA-950, MAKE : BLACK BELT",MECHANICAL MATERIAL,2,2,4378M,4,Approved,779271,,
REQ2500009956,Goods, 10004593,,"V-BELT SPA-1007, MAKE: OPTI",MECHANICAL MATERIAL,4,7,4378M,28,Approved,779271,,
REQ2500009956,Goods, 10004595,,"V BELT AX-35, BRAND: DUNLOP",MECHANICAL MATERIAL,10,2,4378M,20,Approved,779271,,
REQ2500009956,Goods, 10004596,,"V BELT AX-59, BRAND: MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,1,4,4378M,4,Approved,779271,,
REQ2500009956,Goods, 10004602,,"V-BELT SPZ-1887, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,5,10,4378M,50,Approved,779271,,
REQ2500009956,Goods, 10004604,,"V-BELT SPA-1707, MAKE: OPTI, ORIGIN: EUROPE",MECHANICAL MATERIAL,8,51.75,4378M,414,Approved,779271,,
REQ2500009956,Goods, 10004605,,"V-BELT SPA-1000, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,9,1,4378M,9,Approved,779271,,
REQ2500009956,Goods, 10004606,,"V-BELT SPA-1307, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,2,8,4378M,16,Approved,779271,,
REQ2500009956,Goods, 10004607,,"V-BELT SPA-1282, BRAND: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,2,9,4378M,18,Approved,779271,,
REQ2500009956,Goods, 10004615,,"V-BELT BX-29, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,1,2,4378M,2,Approved,779271,,
REQ2500009956,Goods, 10004616,,"V-BELT BX-38, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,8,2,4378M,16,Approved,779271,,
REQ2500009956,Goods, 10004618,,"V-BELT BX-44, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,3,1,4378M,3,Approved,779271,,
REQ2500009956,Goods, 10004619,,"V-BELT BX-47, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,7,8,4378M,56,Approved,779271,,
REQ2500009956,Goods, 10004620,,"V-BELT BX-48, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,2,3,4378M,6,Approved,779271,,
REQ2500009956,Goods, 10004625,,"V-BELT SPA-1282 ,MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,2,7,4378M,14,Approved,779271,,
REQ2500009956,Goods, 10004626,,"V-BELT SPA-1307 ,MAKE: BLACK BELT",MECHANICAL MATERIAL,8,2,4378M,16,Approved,779271,,
REQ2500009956,Goods, 10004627,,"V-BELT SPA-1332 ,MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,3,2,4378M,6,Approved,779271,,
REQ2500009956,Goods, 10004641,,"V-BELT SPZ-1700 ,MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,6,8,4378M,48,Approved,779271,,
REQ2500009956,Goods, 10004644,,"VBELT XPA-1000, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,4,3,4378M,12,Approved,779271,,
REQ2500009956,Goods, 10004645,,"VBELT XPA-1607, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,2,6,4378M,12,Approved,779271,,
REQ2500009956,Goods, 10004646,,"VBELT XPA-950, MAKE: OPTI",MECHANICAL MATERIAL,5,4,4378M,20,Approved,779271,,
REQ2500009960,Goods, 10008829,,"CONTACTOR 35A 2P 220V, Model No. MC35P2, MAKE: DACO, ORIGIN: KOREA",ELECTRICAL MATERIAL,50,40,4378M,2000,Approved,778363,,779271
REQ2500009960,Goods, 10002711,,"CAPACITOR 45 MFD, MAKE: SYSCAP, ORIGIN: INDIA",ELECTRICAL MATERIAL,48,10.99315227,4378M,527.671309,Approved,778363,,779271
REQ2500009960,Goods, 10002844,,"CAPACITOR 2.5 MFD (ROUND), PIN, PLASTIC, MAKE: SYSCAP, ORIGIN: INDIA",ELECTRICAL MATERIAL,50,3.75,4378M,187.5,Approved,778363,,
REQ2500010086,Goods, 10002414,,"RUBBER PIPE INSULATION 5/8"" DIA X 3/8"" THICK X1.8MTR / LTH, PACKING: 90TUBES / BOX, MAKE: WORLD FLEX BY GULF-O-FLEX, ORIGIN: UAE",MATERIALS LOCAL,15,1.27,4378M,19.05,Approved,PO2500005501,,
REQ2500010086,Goods, 10002373,,"CANVAS CLOTH 6 OZ, 36"" X 20 YARD / ROLL, MAKE: TAKA, ORIGIN: PAKISTAN",CIVIL MATERIAL,2,12.00796813,4378M,24.01593626,Approved,PO2500005501,,
REQ2500009988,Goods, 10002386,,"COPPER PIPE 5/8"" X 50' X 0.028"" THICK, MAKE: MAKSAL, ORIGIN: SA",MECHANICAL MATERIAL,4,227,4378M,908,Approved,PO2500005506,,
REQ2500009988,Goods, 10008887,,"COPPER PIPE 3/8"" X 50' X 0.061MM THK, MAKE: MAKSAL, ORIGIN: SOUTH AFRICA",MECHANICAL MATERIAL,4,130,4378M,520,Approved,PO2500005506,,
REQ2500009988,Goods, 10002414,,"RUBBER PIPE INSULATION 5/8"" DIA X 3/8"" THICK X1.8MTR / LTH, PACKING: 90TUBES / BOX, MAKE: WORLD FLEX BY GULF-O-FLEX, ORIGIN: UAE",MATERIALS LOCAL,30,1.27,4378M,38.1,Approved,PO2500005506,,
REQ2500009988,Goods, 10002444,,"RUBBER PIPE INSULATION 3/8"" DIA X 3/8"" THICK X1.8MTR / LTH, PACKING: 130TUBES / BOX, MAKE: WORLDFLEX BY GULFOFLEX, ORIGIN: UAE",MECHANICAL MATERIAL,30,1,4378M,30,Approved,PO2500005506,,
REQ2500009988,Goods, 10002851,,"CANVAS COATING GEE FIX 30/36 (EQUIVALENT TO FOSTER 30/36), PACKING: 20KG / DRUM, ORIGIN: UAE",MATERIALS LOCAL,2,33.5,4378M,67,Approved,PO2500005506,,
REQ2500010037,Goods, 10002540,,"CAPACITOR 55+5 MFD, ROUND METAL BODY, ORIGIN: INDIA",ELECTRICAL MATERIAL,50,13,4378M,650,Approved,779296,,
REQ2500010037,Goods, 10000061,,"INSULATION TAPE 19MM X 10Y, RED, MAKE: 3M, ORIGIN: UK",ELECTRICAL MATERIAL,50,0.85,4378M,42.5,Approved,779296,,
REQ2500010037,Goods, 10000062,,"INSULATION TAPE 19MM X 10Y, YELLOW, MAKE: 3M, ORIGIN: UK",ELECTRICAL MATERIAL,50,0.849128293,4378M,42.45641465,Approved,779296,,
REQ2500010037,Goods, 10000064,,"INSULATION TAPE 19MM X 10Y, BLACK, MAKE: 3M, ORIGIN: UK",ELECTRICAL MATERIAL,3,0.85,4378M,2.55,Approved,779296,,
REQ2500010037,Goods, 10013883,,"ALUMINIUM PLAIN TAPE 2"" X 30 YARDS / ROLL, PACKING: 24 PCS/CTN, MAKE: HI-STICK, ORIGIN: UAE",MATERIALS LOCAL,100,2.62,4378M,262,Approved,779296,,
REQ2500010037,Goods, 10000053,,"CABLE TIES 300 X 3.6MM, WHITE, NYLON, MAKE: BULLTTE",ELECTRICAL MATERIAL,5,4.833385586,4378M,24.16692793,Approved,779296,,
REQ2500010037,Goods, 10002293,,"BRAZING ROD 0%, 1/8"" FLAT, 28STK/PKT, BRAND: HARIS, ORIGIN: USA",MATERIALS LOCAL,10,30.33587786,4378M,303.3587786,Approved,779296,,
REQ2500010037,Goods, 10002287,,"SPRAY WD40, PACKING: 330ML, BRAND: WD40, ORIGIN: UK",MATERIALS LOCAL,40,11,4378M,440,Approved,779296,,
REQ2500010037,Goods, 10001737,,"FOAM SPRAY 500ML, PACKING: 12PC / CTN, MAKE: ASMACO",CIVIL MATERIAL,20,6.834375,4378M,136.6875,Approved,779296,,
REQ2500010037,Goods, 10001646,,"GREASE, MULTI-PURPOSE, MODEL NO.3, PACKING: 1 KG/PKT, MAKE: LUBRIMATE",OIL AND FILTERS,20,11.79946524,4378M,235.9893048,Approved,779296,,
REQ2500010037,Goods, 10001728,,"BRUSH ASSY. SET (2), CAT. NO. 44540, MODEL 300 COMPACT, MAKE: RIDGID",MATERIALS LOCAL,19,88.5263158,4378M,1682,Approved,779296,,
REQ2500010037,Goods, 10001680,,"PAINT BRUSH 2"", WHITE BRISTLESS, MODEL NO. PB2WC, MAKE: CLARKE",MATERIALS LOCAL,20,2.4,4378M,48,Approved,779296,,
REQ2500010037,Goods, 10001660,,"M-SEAL GLUE 100 GRAM, MAKE: PIDLITE, ORIGIN: INDIA",CIVIL MATERIAL,20,2.403572835,4378M,48.0714567,Approved,779296,,
REQ2500010037,Goods, 10002151,,"SILICON SEALANT UNIVERSAL 280ML, CLEAR, MODEL NO. 1200G, PACKING: 24PC/CTN, MAKE: DOLPHIN, ORIGIN: UAE",MECHANICAL MATERIAL,20,3.5,4378M,70,Approved,779296,,
REQ2500010037,Goods, 10002701,,"GAS CHARGING VALVE 1/4"" X .35MM X 10CM, ORIGIN: INDIA",MECHANICAL MATERIAL,75,1.2,4378M,90,Approved,779296,,
REQ2500010037,Goods, 10002497,,"STRAINER 3/8"" X 3 CAPILLARY, ORIGIN: CHINA",MECHANICAL MATERIAL,50,1.5984431,4378M,79.922155,Approved,779296,,
REQ2500010037,Goods, 10002584,,"FLARE NUT 1/4"", BRASS, ORIGIN: INDIA",MATERIALS LOCAL,25,1.25,4378M,31.25,Approved,779296,,
REQ2500010037,Goods, 10002356,,"FLARE NUT BRASS 3/8"", ORIGIN: CHINA",MATERIALS LOCAL,25,1,4378M,25,Approved,779296,,
REQ2500010037,Goods, 10002468,,"FLARE NUT BRASS 1/2"", ORIGIN: INDIA",MATERIALS LOCAL,25,1.356761752,4378M,33.9190438,Approved,779296,,
