REQUEST,Goods,oracle code,,ITEM DESCRIPTION,ITEM CATEGORY,QTY,price,JOB NO,total-amount,STATUE,ORDER,,
REQ2500021501,Goods, 10002681,,"SPLIT WALL 24000BTU HI-EER R410, ROTARY, MODEL NO. 123RASGA24-FD, MAKE: GENERAL, ORIGIN: THAILAND",AC,6,2725,4378M,16350,Approved,PO2500011890,,
REQ2500020850,Goods, 10002428,,"COMPRESSOR OIL SW220, PART NO. P9032301, PACKING: 5LTR / GALLON, MAKE: TOTALINE",MECHANICAL MATERIAL,3,430,4378M,1290,Approved,PO2500011937,,
REQ2500020851,Goods, 10012301,,"COMPRESSOR OIL, MODEL NO. RL68H, PACKING: 5LTR / CAN, BRAND: EMKARATE",OIL AND FILTERS,2,225,4378M,450,Approved,PO2500011938,,
REQ2500020851,Goods, 10004653,,"FILTER FOR COMPRESSOR OIL, PART NO. FLR03434, MODEL: RTAC35, MAKE: TRANE",OIL AND FILTERS,2,450,4378M,900,Approved,PO2500011939,,
REQ2500021200,Goods, 10056784,,"AXIAL FAN 630MM, 3PH, MODEL NO. 4D630S, MAKE: ENERGY",MECHANICAL MATERIAL,1,290,4378M,290,Approved,PO2500011944,,
REQ2500021571,Goods, 10007320,,"FILTER DRIER 5/8"" FLARE DCL 165, MODEL NO: 023Z50109, MAKE: DANFOSS, ORIGIN: INDIA ",MECHANICAL MATERIAL,15,28.37,4378M,425.55,Approved,PO2500011945,,
REQ2500021571,Goods, 10050146,,"FILTER DRIER 3/8"" F, 16C, DCL 163, MODEL NO: 023Z500891, MAKE: DANFOSS, ORIGIN: INDIA",MECHANICAL MATERIAL,15,8,4378M,120,Approved,PO2500011945,,
REQ2500021571,Goods, 10002732,,"V-BELT B-62, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,23,4378M,230,Approved,PO2500011965,,
REQ2500020928,Goods, 10042554,,"FREON GAS R407C, PACKING: 11.3 KGS / CYL, MAKE: FLORON",GAS,15,285,4378M,4275,Approved,867506,,
REQ2500021057,Goods, 10005088,,"CLEAR BAG A4, CLEAR, PRODUCT CODE: PT-309, MAKE: PARTNER",STAIONERY,20,0.671362337,4378M,13.42724674,Approved,867504,,
REQ2500021571,Goods, 10002732,,"V-BELT B-62, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,23,4378M,230,Approved,PO2500011965,,
REQ2500021226,Goods, 10002771,,"BEARING 6206.ZZCM, MAKE: NSK, ORIGIN: POLAND",MECHANICAL MATERIAL,4,10.4,4378M,41.6,Approved,868282,,
REQ2500021226,Goods, 10003184,,"BEARING 6208.2ZRC3, BRAND: NSK, ORIGIN: JAPAN",MECHANICAL MATERIAL,4,22.13571429,4378M,88.54285716,Approved,868282,,
REQ2500021226,Goods, 10001851,,"PAINT RADIATOR / ROLLERS 4"" WITH HANDLE, MAKE: CLARKE",CIVIL MATERIAL,20,2.04221768,4378M,40.8443536,Approved,868282,,
REQ2500021571,Goods, 10009424,,"V BELT, A-32, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,8,4378M,80,Approved,PO2500011965,,
REQ2500021571,Goods, 10043741,,"V BELT B-47, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,17,4378M,170,Approved,PO2500011965,,
REQ2500021307,Goods, 10001851,,"PAINT RADIATOR / ROLLERS 4"" WITH HANDLE, MAKE: CLARKE",CIVIL MATERIAL,4,2.04221768,4378M,8.16887072,Approved,868299,,
REQ2500021571,Goods, 10043743,,"V-BELT B-50, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,19,4378M,190,Approved,PO2500011965,,
REQ2500021410,Goods, 10002271,,"GAS R22, PACKING: 13.6KGS (30LBS), DISPOSABLE CYLINDER, BRAND: FLORON, ORIGIN: INDIA",GAS,15,258.1938692,4378M,3872.908038,Approved,869301,,
REQ2500021571,Goods, 10043745,,"V-BELT A-64, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,15,4378M,150,Approved,PO2500011965,,
REQ2500021571,Goods, 10050070,,"V BELT B-59, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,21,4378M,210,Approved,PO2500011965,,
REQ2500021571,Goods, 10054153,,"CONTACTOR 50A, 24V AC COIL, 3P, PART NO. LC1D50AB7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,10,205,4378M,2050,Approved,PO2500011980,,
REQ2500021571,Goods, 10009511,,"CONTACTOR 150A 3P 110V, PART NO. LC1D150F7, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,2,590,4378M,1180,Approved,PO2500011980,,
REQ2500021599,Goods, 10000084,,"OVERLOAD RELAY TESYSD CL10A 12 -18A, PART NO. LRD21, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,10,59.25,4378M,592.5,Approved,PO2500011980,,
REQ2500021230,Goods, 10001987,,"PAINT HARDTOP XP, COLOUR: SILVER, PACKING: 5LTR. / GALLON, MAKE: JOTUN, ORIGIN: UAE",CIVIL MATERIAL,2,215,4378M,430,Approved,PO2500012010,,
REQ2500021571,Goods, 10002497,,"STRAINER 3/8"" X 3 CAPILLARY, ORIGIN: CHINA",MECHANICAL MATERIAL,20,1.5984431,4378M,31.968862,Approved,PO2500012026,,
REQ2500021571,Goods, 10020601,,"ANTI VIBRATION RUBBER PAD 9MM X 450MM X 450MM, ORIGIN: UAE",MECHANICAL MATERIAL,3,12,4378M,36,Approved,PO2500012026,,
REQ2500021571,Goods, 10002283,,"V-BELT A-42, MAKE: OPTI, ORIGIN: EUROPE",MECHANICAL MATERIAL,10,23.75,4378M,237.5,Approved,PO2500012049,,
REQ2500021571,Goods, 10002284,,"V-BELT A-43, BRAND: OPTI, ORIGIN: GERMANY",MECHANICAL MATERIAL,10,26.75,4378M,267.5,Approved,PO2500012049,,
REQ2500021731,Goods, 10006415,,"CHILLED WATER ANALYSIS AND REPORT, LOCATION AS PER ANNEXURE ",CHEMICAL AND LAB TEST,12,125,4378M,1500,Approved,PO2500012085,,
REQ2500021501,Goods, 10000157,,"ISOLATOR 32-40A, 3 POLE 220V, PART NO. KSE340TPN, W/P WITH METAL BODY, MAKE: ABB",ELECTRICAL MATERIAL,12,100,4378M,1200,Approved,PO2500012101,,
REQ2500021655,Goods, 10056784,,"AXIAL FAN 630MM, 3PH, MODEL NO. 4D630S, MAKE: ENERGY",MECHANICAL MATERIAL,2,290,4378M,580,Approved,PO2500012112,,
REQ2500021396,Goods, 10036175,,"THERMOSTAT FOR WINDOW A/C, WITH BLUB, MODEL: 604, ORIGIN: CHINA",ELECTRICAL MATERIAL,30,14,4378M,420,Approved,PO2500012209,,
REQ2500021779,Goods, 10013823,,"ANGLE 50 X 50 X 3MM X 6MTR LTH, MS, ORIGIN: CHINA",MECHANICAL MATERIAL,26,32,4378M,832,Approved,PO2500012260,,
REQ2500022054,Goods, 10057178,,"PROPELLER FAN, D800, 6 LEAF, PRC-32MEA, MODEL NO. F03019010464, MAKE: MITSUBISHI, ORIGIN: MALAYSIA",MECHANICAL MATERIAL,1,880,4378M,880,Approved,PO2500012296,,
REQ2500021521,Goods, 10001642,,"STEEL PUTTY 500GM, MAKE: DEVCON, ORIGIN: USA",MATERIALS LOCAL,2,70.234375,4378M,140.46875,Approved,869436,,
REQ2500021547,Goods, 10000151,,"CONTACTOR 9A 3P 240V AC, 1NO+1NC, 50/60HZ., PART NO. LC1D09U7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,15,43.5,4378M,652.5,Approved,869434,,
REQ2500022046,Goods, 10048001,,"CONTACTOR 6A, 440V AC3 TP 230VAC, MAGNETIC, PART NO. LC1K0610P7, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,5,45,4378M,225,Approved,PO2500012328,,
REQ2500022046,Goods, 10049262,,"MOTOR CIRCUIT BRAEKER 2.5-4A, THERMAL / MAGNETIC, PART NO. GV2ME08, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,5,103,4378M,515,Approved,PO2500012328,,
REQ2500020652,Goods, 10023883,,"V-BELT B-66, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,15,20,4378M,300,Approved,PO2500012349,,
REQ2500020652,Goods, 10002732,,"V-BELT B-62, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,15,23,4378M,345,Approved,PO2500012349,,
REQ2500020652,Goods, 10009424,,"V BELT, A-32, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,15,8,4378M,120,Approved,PO2500012349,,
REQ2500021721,Goods, 10008895,,"RUBBER COUPLING, MODEL NO. HRC 130, MAKE: FENNER, ORIGIN: EUROPE",MECHANICAL MATERIAL,3,40,4378M,120,Approved,PO2500012355,,
REQ2500022379,Goods, 10015669,,"CONTACTOR 116A 3P 1NO+1NC 100-250V AC/DC, MODEL NO. AF116-30-11-13, PART NO. 1SFL427001R1311, MAKE: ABB ",ELECTRICAL MATERIAL,3,445,4378M,1335,Approved,PO2500012503,,
REQ2500018934,Goods, 10023214,,"MINIATURE RELAY, 24VAC 14PIN, PART NO. RXM4ABIB7, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,20,12.25,4378M,245,Approved,PO2500012523,,
REQ2500018934,Goods, 10041537,,"RELAY 14PIN 240VAC, WITH BASE, PART NO. RXM4AB1U7, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,20,17,4378M,340,Approved,PO2500012523,,
REQ2500018934,Goods, 10000132,,"PHASE FAILURE RELAY 3 PHASE, PART NO. RM17TG20, MAKE: SCHNEIDER ELECTRIC, ORIGIN: INDIA",ELECTRICAL MATERIAL,20,93.04,4378M,1860.8,Approved,PO2500012523,,
REQ2500018934,Goods, 10020820,,"ISOLATOR 36KA, XT1N 160 MCCB 125A 3P, PART NO: 1SDA070107R1, MAKE: ABB",ELECTRICAL MATERIAL,5,253,4378M,1265,Approved,PO2500012576,,
REQ2500022503,Goods, 10051517,,"CONTROL BOARD, PART NO. E27622450, MODEL NO. PUHY-P350YHA, MAKE: MITSUBISHI",ELECTRICAL MATERIAL,1,2210,4378M,2210,Approved,PO2500012578,,
REQ2500022458,Goods, 10057420,,"CONTROL TRANSFORMER 100VA 230V/24V, PART NO. HBK00100E9, MAKE: HIMEL",ELECTRICAL MATERIAL,10,62,4378M,620,Approved,PO2500012634,,
REQ2500022572,Goods, 10054955,,"GREASE GUN, PART NO. GGCL, MAKE: CLARKE",MATERIALS LOCAL,5,32,4378M,160,Approved,PO2500012673,,
REQ2500022572,Goods, 10001670,,"PAINT SYNTHETIC ENAMEL GLOSS 1, BLACK 890, PACKING 3.6LTR / GAL, MAKE: NATIONAL, ORIGIN: UAE",CIVIL MATERIAL,5,42.64,4378M,213.2,Approved,PO2500012674,,
REQ2500022572,Goods, 10050357,,"PAINT SYNTHETIC ENAMEL GLOSS 1, OFF WHITE 801, PACKING 3.6LTR / GAL, MAKE: NATIONAL, ORIGIN: UAE",CIVIL MATERIAL,1,42.64,4378M,42.64,Approved,PO2500012674,,
REQ2500022579,Goods, 10002851,,"CANVAS COATING GEE FIX 30/36 (EQUIVALENT TO FOSTER 30/36), PACKING: 20KG / DRUM, ORIGIN: UAE",MATERIALS LOCAL,6,33.5,4378M,201,Approved,PO2500012676,,
REQ2500022568,Goods, 10014763,,"MAP GAS HAND TORCH WITH HOSE, MAKE: ECOFROST",MECHANICAL MATERIAL,5,65,4378M,325,Approved,PO2500012713,,
REQ2500021637,Goods, 10007626,,"BEARING 6308 ZZ, MAKE: NSK, ORIGIN: POLAND",MECHANICAL MATERIAL,8,30.5,4378M,244,Approved,870307,,
REQ2500021637,Goods, 10002994,,"BEARING 6002-2ZC3E, MAKE: NSK, ORIGIN: POLAND",MECHANICAL MATERIAL,6,4.4,4378M,26.4,Approved,870307,,
REQ2500021637,Goods, 10002621,,"BEARING 6202 ZZ, MAKE: NSK, ORIGIN: POLAND",MECHANICAL MATERIAL,20,4.283828068,4378M,85.67656136,Approved,870307,,
REQ2500021637,Goods, 10002609,,"BEARING 6203-2Z, MAKE: NSK, ORIGIN:POLAND",MECHANICAL MATERIAL,20,4.985570788,4378M,99.71141576,Approved,870307,,
REQ2500021637,Goods, 10002741,,"BEARING 6204-2ZC3E, MAKE:NSK, ORIGIN: POLAND / JAPAN",MECHANICAL MATERIAL,20,6.159313709,4378M,123.1862742,Approved,870307,,
REQ2500021637,Goods, 10002375,,"BEARING 6205-2Z, BRAND: NSK, ORIGIN: JAPAN",MECHANICAL MATERIAL,20,8.054820416,4378M,161.0964083,Approved,870307,,
REQ2500021637,Goods, 10002771,,"BEARING 6206.ZZCM, MAKE: NSK, ORIGIN: POLAND",MECHANICAL MATERIAL,20,10.4,4378M,208,Approved,870307,,
REQ2500021637,Goods, 10002599,,"BEARING, PART NO. 608ZZ1MC3E, BRAND: NSK, ORIGIN: INDONESIA",MECHANICAL MATERIAL,20,2.125193641,4378M,42.50387282,Approved,870307,,
REQ2500021637,Goods, 10003186,,"BEARING 6302.2ZRC3, BRAND: TIMKEN, ORIGIN: JAPAN",MECHANICAL MATERIAL,20,7,4378M,140,Approved,870307,,
REQ2500021637,Goods, 10003187,,"BEARING 6303.2ZR, MAKE: TIMKEN, ORIGIN: JAPAN",MECHANICAL MATERIAL,20,7,4378M,140,Approved,870307,,
REQ2500021637,Goods, 10002742,,"BEARING 6304 ZZ, MAKE: NTN, ORIGIN: JAPAN",MECHANICAL MATERIAL,7,11.0086111,4378M,77.0602777,Approved,870307,,
REQ2500021637,Goods, 10003188,,"BEARING 6305.2ZR, MAKE: TIMKEN, ORIGIN: JAPAN",MECHANICAL MATERIAL,20,13.4,4378M,268,Approved,870307,,
REQ2500022579,Goods, 10009424,,"V BELT, A-32, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,8,4378M,80,Approved,PO2500012719,,
REQ2500021685,Goods, 10002016,,"HOSE CLIP 13-20MM (1/2"" - 3/4""), PACKING: 10 PCS / PKT, BS20, SS, MAKE: CLARKE",MATERIALS LOCAL,2,2.829790728,4378M,5.659581456,Approved,871289,,
REQ2500021698,Goods, 10002301,,"WINDING WIRE 0.375MM, MAKE: RR/SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,12.125,45.00004985,4378M,545.6256044,Approved,870308,,
REQ2500021698,Goods, 10002303,,"WINDING WIRE 0.670MM, MAKE: RR/SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,11.67,45,4378M,525.15,Approved,870308,,
REQ2500021698,Goods, 10002306,,"WINDING WIRE 0.710MM, MAKE: RR/SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,11.91,45.00004107,4378M,535.9504891,Approved,870308,,
REQ2500021698,Goods, 10002505,,"WINDING WIRE 0.530MM, MAKE: RR/SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,6.535,45.00008533,4378M,294.0755576,Approved,870308,,
REQ2500021698,Goods, 10002644,,"WINDING WIRE 0.265MM, MAKE: RR SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,3.045,43,4378M,130.935,Approved,870308,,
REQ2500021698,Goods, 10002648,,"WINDING WIRE 0.335MM, MAKE: RR/SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,5.54,45,4378M,249.3,Approved,870308,,
REQ2500021698,Goods, 10002674,,"WINDING WIRE 0.950MM, MAKE: RR/SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,13.98,45,4378M,629.1,Approved,870308,,
REQ2500021698,Goods, 10002860,,"WINDING WIRE 1.060MM, MAKE: RR/SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,12.89,42.31307697,4378M,545.4155621,Approved,870308,,
REQ2500021698,Goods, 10003485,,"WINDING WIRE 0.900MM, MAKE: RR/SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,13.055,44.74475878,4378M,584.1428259,Approved,870308,,
REQ2500021698,Goods, 10013604,,"WINDING WIRE 0.425MM, MAKE: RR / SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,12.161,45,4378M,547.245,Approved,870308,,
REQ2500021698,Goods, 10019467,,"WINDING WIRE 0.250MM, MAKE: RR / SHRAMIK, ORIGIN: INDIA",MECHANICAL MATERIAL,6.764,45,4378M,304.38,Approved,870308,,
REQ2500022579,Goods, 10039605,,"V-BELT B-46, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,17,4378M,170,Approved,PO2500012719,,
REQ2500022579,Goods, 10009639,,"V BELT SPA-1300, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,10,4378M,100,Approved,PO2500012719,,
REQ2500022579,Goods, 10002732,,"V-BELT B-62, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,23,4378M,230,Approved,PO2500012719,,
REQ2500022579,Goods, 10035207,,"V-BELT B-37, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,14,4378M,140,Approved,PO2500012719,,
REQ2500022579,Goods, 10043741,,"V BELT B-47, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,17,4378M,170,Approved,PO2500012719,,
REQ2500022503,Goods, 10016530,,"OIL CHARGING PUMP, TLOP, MAKE: CPS, ORIGIN: USA",MECHANICAL EQUIPMENT,2,325,4378M,650,Approved,PO2500012750,,
REQ2500022579,Goods, 10007625,,"BEARING 6306ZZ, MAKE: NSK, ORIGIN: JAPAN",MECHANICAL MATERIAL,16,15,4378M,240,Approved,PO2500012754,,
REQ2500022579,Goods, 10007626,,"BEARING 6308 ZZ, MAKE: NSK, ORIGIN: POLAND",MECHANICAL MATERIAL,10,30.5,4378M,305,Approved,PO2500012754,,
REQ2500022579,Goods, 10023778,,"V-BELT B-83, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,10,15.75,4378M,157.5,Approved,PO2500012756,,
REQ2500022501,Goods, 10001680,,"PAINT BRUSH 2"", WHITE BRISTLESS, MODEL NO. PB2WC, MAKE: CLARKE",CIVIL MATERIAL,20,2.4,4378M,48,Approved,871404,,
REQ2500022501,Goods, 10000057,,"DIN RAIL 35MM X 2MTR., ORIGIN: INDIA",ELECTRICAL MATERIAL,5,6.056603774,4378M,30.28301887,Approved,871404,,
REQ2500021517,Goods, 10056925,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 2 NOS EXHUST SYSTEMS (OFFICER MESS/JUNDY MESS), AT REGIMENT-43, AL HAIL, FUJAIRAH",SUB CONTRACT,3,1900,4378M,5700,Approved,PO2500012780,,
REQ2500021517,Goods, 10056926,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 2 NOS EXHUST SYSTEMS (JUNDY MESS), AT REGIMENT 73, AL HAIL, FUJAIRAH",SUB CONTRACT,3,1900,4378M,5700,Approved,PO2500012780,,
REQ2500021517,Goods, 10056927,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 2 NOS EXHUST SYSTEMS (MESS), AT MUSANADA, AL HAIL, FUJAIRAH",SUB CONTRACT,3,1900,4378M,5700,Approved,PO2500012780,,
REQ2500021517,Goods, 10056928,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 3 NOS EXHUST SYSTEMS (JUNDY MESS / OFFICER MESS / SEARGENT MESS), AT SEIH AL BANA, RAK",SUB CONTRACT,3,2850,4378M,8550,Approved,PO2500012780,,
REQ2500021517,Goods, 10056929,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 7 NOS EXHUST SYSTEMS (OFFICER MESS/SEARGENT MESS/AREEF MESS/JUNDY MESS), AT TRAINING CENTER, MANAMAH, AJMAN",SUB CONTRACT,3,3800,4378M,11400,Approved,PO2500012780,,
REQ2500021517,Goods, 10056930,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 2 NOS EXHUST SYSTEMS (COMBINE KITCHEN), AT REGIMENT 32, MANAMAH, AJMAN",SUB CONTRACT,3,950,4378M,2850,Approved,PO2500012780,,
REQ2500021517,Goods, 10056932,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 2 NOS EXHUST SYSTEMS (STUDENT MESS), AT THOBAN TRAINING CENTRE ",SUB CONTRACT,3,1900,4378M,5700,Approved,PO2500012780,,
REQ2500021517,Goods, 10056933,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 1 NOS EXHUST SYSTEMS (MESS), NEW CAMP ADVENTURE TRAINING CENTER - AL JAZEERA AL HAMRA ",SUB CONTRACT,3,950,4378M,2850,Approved,PO2500012780,,
REQ2500021517,Goods, 10056934,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 1 NOS EXHUST SYSTEMS (JUNDY MESS), AT AROOB ZARBA ",SUB CONTRACT,3,950,4378M,2850,Approved,PO2500012780,,
REQ2500021517,Goods, 10056935,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 1 NOS EXHUST SYSTEMS (MESS), AT SEAH AL BANH MUSANDA, RAK",SUB CONTRACT,3,950,4378M,2850,Approved,PO2500012780,,
REQ2500021517,Goods, 10056936,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 2 NOS EXHUST SYSTEMS (MESS), AT FUJAIRAH NAVY ",SUB CONTRACT,3,2850,4378M,8550,Approved,PO2500012780,,
REQ2500021517,Goods, 10056937,,"CLEANING & DEGREASING OF EXHAUST HOOD, EXHAUST FILTER, EXHAUST DUCT & EXHAUST FAN, 1 NOS EXHUST SYSTEMS (MESS), AT FUJAIRAH RADAR",SUB CONTRACT,3,950,4378M,2850,Approved,PO2500012780,,
REQ2500020318,Goods, 10056491,,"V-BELT A-71, MAKE: BLACK BELT",MECHANICAL MATERIAL,15,10.39,4378M,155.85,Approved,PO2500012813,,
REQ2500020318,Goods, 10056490,,"V-BELT A-76, MAKE: BLACK BELT",MECHANICAL MATERIAL,15,10.88,4378M,163.2,Approved,PO2500012813,,
REQ2500022901,Goods, 10034244,,"PRESSURE GAUGE 4"", DIAL 0-10BAR, 150PSI, 1/2"" MALE NPT, SS316, PART CODE: PG 4"" NPT (M)10BAR, MAKE: PROTECH, ORIGIN: INDIA",MECHANICAL MATERIAL,10,60,4378M,600,Approved,PO2500012940,,
REQ2500022803,Goods, 10006882,,"TEMPERATURE SENSOR MCS-T100-60, PRODUCT CODE: 64GX21191000 / 64CYST067000, MAKE: SKM",MECHANICAL MATERIAL,4,256.5,4378M,1026,Approved,PO2500012957,,
REQ2500022806,Goods, 10049044,,"BAG FILTER 592MM X 287MM X 360MM, 6 P, THICKNESS -:20MM, MAKE: BINAIR, ORIGIN: UAE",MECHANICAL MATERIAL,10,77,4378M,770,Approved,PO2500012958,,
REQ2500022806,Goods, 10018130,,"WIRE CRIMPING TOOL 0.5MM - 6MM, ORIGIN: CHINA",MECHANICAL MATERIAL,3,28,4378M,84,Approved,PO2500012962,,
REQ2500023085,Goods, 10026454,,"THERMOSTATIC EXPANSION VALVE, 11 TR, TGE, R22/R407C, PART NO. 067N2304, MAKE: DANFOSS ",MECHANICAL MATERIAL,2,285,4378M,570,Approved,PO2500013061,,
REQ2500022598,Goods, 10002731,,"OIL 3GS 3.78LTR GAL, BRAND: SUNISE, ORIGIN: INDIA",OIL AND FILTERS,8,43,4378M,344,Approved,875280,,
REQ2500022598,Goods, 10002287,,"SPRAY WD40, PACKING: 330ML, BRAND: WD40, ORIGIN: UK",MATERIALS LOCAL,24,11.09122141,4378M,266.1893138,Approved,875280,,
REQ2500022598,Goods, 10000487,,"BATTERY AAA, PACKING: 20 CARD / BOX, 2PCS / CARD, BRAND: ENERGIZER",BATTERY,20,4.772343117,4378M,95.44686234,Approved,875280,,
REQ2500022658,Goods, 10002731,,"OIL 3GS 3.78LTR GAL, BRAND: SUNISE, ORIGIN: INDIA",OIL AND FILTERS,8,43,4378M,344,Approved,875280,,
REQ2500022658,Goods, 10002287,,"SPRAY WD40, PACKING: 330ML, BRAND: WD40, ORIGIN: UK",MATERIALS LOCAL,24,11.09122141,4378M,266.1893138,Approved,875280,,
REQ2500022658,Goods, 10000487,,"BATTERY AAA, PACKING: 20 CARD / BOX, 2PCS / CARD, BRAND: ENERGIZER",BATTERY,20,4.772343117,4378M,95.44686234,Approved,875280,,
REQ2500023095,Goods, 10057703,,"PACKAGE AIR CONDITION UNIT 8TON, MODEL NO. APMR52010AM, MAKE: SKM, ORIGIN: UAE",AC,1,20409,4378M,20409,Approved,PO2500013176,,
REQ2500023095,Goods, 10057704,,"PACKAGE AIR CONDITION UNIT 10 TON, MODEL NO. APMR52010AM, MAKE: SKM, ORIGIN: UAE",AC,5,20409,4378M,102045,Approved,PO2500013176,,
REQ2500023095,Goods, 10057705,,"PACKAGE AIR CONDITION UNIT 15 TON, MODEL NO. APMR52015AM, MAKE: SKM, ORIGIN: UAE",AC,1,27361.2,4378M,27361.2,Approved,PO2500013176,,
REQ2500023095,Goods, 10057709,,"PACKAGE AIR CONDITION UNIT 25 TON, MODEL NO. APMR52025AM, MAKE: SKM, ORIGIN: UAE",AC,7,36728.14,4378M,257096.98,Approved,PO2500013176,,
REQ2500023095,Goods, 10057165,,"PACKAGE AIR CONDITION UNIT 20TON, MODEL NO. APMR52020AM, AMBIENT TEMPERATURER: 115 °F, MAKE: SKM ",MECHANICAL MATERIAL,1,31002.5,4378M,31002.5,Approved,PO2500013176,,
REQ2500022991,Goods, 10002271,,"GAS R22, PACKING: 13.6KGS (30LBS), DISPOSABLE CYLINDER, BRAND: FLORON, ORIGIN: INDIA",GAS,15,258.0447391,4378M,3870.671087,Approved,875340,,
REQ2500022991,Goods, 10002830,,"GAS ADAPTOR R410A, ORIGIN: THAILAND",MECHANICAL MATERIAL,15,4.1,4378M,61.5,Approved,875340,,
REQ2500023095,Goods, 10057823,,"PACKAGE AIR CONDITION UNIT 12 TON, MODEL NO. APMR52012AM, MAKE: SKM, ORIGIN: UAE",AC,2,22482,4378M,44964,Approved,PO2500013176,,
REQ2500023084,Goods, 10057725,,"RECTIFICATION OF TRANE CHILLER RTAF 250 (NO.3) SYSTEM ‘A’ AT GISCO SITE FUJAIRAH AIRPORT, SCOPE OF WORK AS PER ANNEXURE",SUB CONTRACT MECHANICAL,1,6610,4378M,6610,Approved,PO2500013190,,
REQ2500023084,Goods, 10057726,,"RECTIFICATION OF TRANE CHILLER RTAF 250 (NO.1) SYSTEM ‘A & B’ AT GISCO SITE FUJAIRAH AIRPORT, SCOPE OF WORK AS PER ANNEXURE",SUB CONTRACT MECHANICAL,1,18320,4378M,18320,Approved,PO2500013190,,
REQ2500023084,Goods, 10057727,,"RECTIFICATION OF TRANE CHILLER RTAF 250 (NO.2) SYSTEM ‘B’ AT GISCO SITE FUJAIRAH AIRPORT, SCOPE OF WORK AS PER ANNEXURE",SUB CONTRACT MECHANICAL,1,8010,4378M,8010,Approved,PO2500013190,,
